iter	Logloss
273	0.1302831475
274	0.1302341158
275	0.1301939052
276	0.1301556855
277	0.1301139757
278	0.1300592072
279	0.1300168146
280	0.1299753292
281	0.1299377877
282	0.1298958886
283	0.1298458798
284	0.1297876963
285	0.1297396847
286	0.1296834091
287	0.1296461249
288	0.1295847967
289	0.1295353165
290	0.1294593206
291	0.1294096413
292	0.1293570333
293	0.1293091101
294	0.1292561856
295	0.1292163757
296	0.1291321439
297	0.1289782303
298	0.1289421704
299	0.1288271826
300	0.1287915963
301	0.1287182223
302	0.1286624817
303	0.1285919206
304	0.128525876
305	0.1284617337
306	0.1284086343
307	0.1283785701
308	0.1283071548
309	0.1282569222
310	0.1282028695
311	0.1281699228
312	0.1281063513
313	0.1280861458
314	0.1280271063
315	0.1279933181
316	0.1279555115
317	0.1279174524
318	0.127879605
319	0.1278400196
320	0.127802658
321	0.1277566226
322	0.1277296699
323	0.1276809963
324	0.1276349987
325	0.1276087659
326	0.1275628211
327	0.1275247524
328	0.1274947304
329	0.1274449039
330	0.1274133368
331	0.1273668045
332	0.1273236485
333	0.127299646
334	0.1272654492
335	0.1272297006
336	0.1271842194
337	0.127147381
338	0.1271116191
339	0.1270700053
340	0.1270441543
341	0.1270113663
342	0.1269662526
343	0.1269121344
344	0.1268663286
345	0.1268105942
346	0.1267285242
347	0.1266584461
348	0.1266359471
349	0.126616754
350	0.1265750003
351	0.1265195363
352	0.1264924173
353	0.126454782
354	0.1263977485
355	0.1263741714
356	0.1263241655
357	0.1263089424
358	0.1262322646
359	0.126189563
360	0.1261412385
361	0.1260989908
362	0.1260280322
363	0.1259906614
364	0.1259587657
365	0.1259015746
366	0.1258674841
367	0.1258366272
368	0.1257853343
369	0.1257427464
370	0.1256568553
371	0.125618775
372	0.1255937767
373	0.1255343542
374	0.1254825904
375	0.1254576513
376	0.1254206509
377	0.1253923115
378	0.1253543974
379	0.1253190556
380	0.1252859914
381	0.1252607087
382	0.1252377522
383	0.1251914861
384	0.1251578018
385	0.125111897
386	0.1250883102
387	0.1250566958
388	0.1250222064
389	0.1249890393
390	0.1249538464
391	0.1249153282
392	0.1248881123
393	0.1248542152
394	0.124809502
395	0.1247755628
396	0.1246919099
397	0.1246578756
398	0.1246328739
399	0.1246119018
400	0.1245652227
401	0.1245327185
402	0.1245131696
403	0.1244757647
404	0.124422011
405	0.1243911095
406	0.1243723772
407	0.1243528014
408	0.1243144681
409	0.1242767442
410	0.1242544628
411	0.1242059506
412	0.1241850338
413	0.1241457517
414	0.124110202
415	0.1240849112
416	0.1240579819
417	0.124029895
418	0.1239974125
419	0.1239583569
420	0.1239370402
421	0.1239024552
422	0.1238281823
423	0.1238014962
424	0.1237718607
425	0.1237430886
426	0.1236417816
427	0.1236105357
428	0.1235754984
429	0.1235566697
430	0.1235287374
431	0.1235065944
432	0.123471251
433	0.1234433582
434	0.123403083
435	0.1233798513
436	0.1233429594
437	0.1233290751
438	0.1232951009
439	0.1232720278
440	0.1232402294
441	0.1232174463
442	0.1231748729
443	0.1231519064
444	0.1231281407
445	0.1230996618
446	0.1230826765
447	0.1230469593
448	0.1230263655
449	0.1230069861
450	0.1229746338
451	0.1229480997
452	0.1229310044
453	0.1229015004
454	0.1228840686
455	0.1228444604
456	0.1228061302
457	0.1227797603
458	0.1227528111
459	0.1227237858
460	0.1226923935
461	0.1226630987
462	0.1226282039
463	0.1225830529
464	0.1225632645
465	0.1225275338
466	0.1225049437
467	0.1224781835
468	0.1224528392
469	0.1224219021
470	0.1223968725
471	0.1223695248
472	0.1223468736
473	0.1223304208
474	0.1222914436
475	0.1222751754
476	0.1222494673
477	0.1222128827
478	0.1221633944
479	0.1221196085
480	0.1220642297
481	0.1220355442
482	0.1219983721
483	0.1219463527
484	0.1219121531
485	0.1218946184
486	0.1218485835
487	0.1218359903
488	0.1217720809
489	0.121747713
490	0.1216851975
491	0.12166061
492	0.1216485727
493	0.1216018603
494	0.1215665104
495	0.1215481618
496	0.1215093898
497	0.1214632317
498	0.1214371053
499	0.1213955233
500	0.1213689113
501	0.1213512913
502	0.1213502967
503	0.1213189865
504	0.121291623
505	0.1212592409
506	0.1212371753
507	0.1211678209
508	0.1211395189
509	0.121111404
510	0.1210871138
511	0.1210624961
512	0.1210350802
513	0.1210006934
514	0.1209538829
515	0.1209196345
516	0.1209074938
517	0.1208671475
518	0.1208249059
519	0.120797459
520	0.12077837
521	0.1207558088
522	0.1207291513
523	0.1206994872
524	0.1206762031
525	0.120663038
526	0.1206429021
527	0.1206255084
528	0.1205985803
529	0.120594421
530	0.1205376712
531	0.1204857738
532	0.1204632015
533	0.120430088
534	0.1204011864
535	0.1203766435
536	0.1203493711
537	0.1203325096
538	0.120291503
539	0.1202704039
540	0.1202529567
541	0.1202363959
542	0.1202144073
543	0.1201909639
544	0.1201347667
545	0.1201208349
546	0.1201026898
547	0.1200797694
548	0.1200513931
549	0.1200267805
550	0.1199957254
551	0.1199675365
552	0.119950489
553	0.1199327014
554	0.1199132585
555	0.1198792728
556	0.1198539499
557	0.1198186652
558	0.1197988151
559	0.1197703124
560	0.1197430293
561	0.1197284598
562	0.1197137102
563	0.1197019004
564	0.1196662459
565	0.1196518742
566	0.119630711
567	0.1196133457
568	0.1195786675
569	0.1195636984
570	0.1195458558
571	0.119516317
572	0.1194939549
573	0.1194679298
574	0.1194586637
575	0.1194397844
576	0.1194170069
577	0.1193960438
578	0.1193753012
579	0.1193550307
580	0.1193379317
581	0.1193110242
582	0.1192931732
583	0.1192716736
584	0.1192526929
585	0.1192355854
586	0.1192148658
587	0.1191962223
588	0.1191635905
589	0.1191413125
590	0.1191099755
591	0.1190940388
592	0.1190704386
593	0.1190576077
594	0.1190382194
595	0.119016571
596	0.1190006945
597	0.1189858773
598	0.1189749279
599	0.1189512593
600	0.1189320549
601	0.1189076695
602	0.118877274
603	0.1188059427
604	0.1187796049
605	0.11875863
606	0.1187463303
607	0.1187289709
608	0.1187181848
609	0.1187014921
610	0.1186758668
611	0.1186658332
612	0.1186508861
613	0.1186289311
614	0.1186094277
615	0.1185898013
616	0.1185626263
617	0.1185181503
618	0.1184844089
619	0.1184705945
620	0.1184530583
621	0.1184382905
622	0.1184169275
623	0.1183803471
624	0.1183599343
625	0.1183465099
626	0.1183018496
627	0.1182859381
628	0.1182281193
629	0.1182003621
630	0.118185247
631	0.1181829714
632	0.1181730694
633	0.1181476458
634	0.1181282391
635	0.1181096836
636	0.118093861
637	0.1180780414
638	0.1180642557
639	0.118044597
640	0.1180286311
641	0.1180071677
642	0.1180069144
643	0.117993596
644	0.1179827406
645	0.1179604857
646	0.1179386997
647	0.1179103404
648	0.1178959496
649	0.1178808659
650	0.1178585487
651	0.1178210406
652	0.11780242
653	0.1177830923
654	0.1177671094
655	0.1177547028
656	0.1177162878
657	0.1176957802
658	0.1176936904
659	0.1176823868
660	0.1176657788
661	0.1176471286
662	0.1176289239
663	0.1176124625
664	0.1175772709
665	0.117560601
666	0.1175279307
667	0.1175100658
668	0.1174887027
669	0.1174787527
670	0.1174567985
671	0.1174379723
672	0.1173998375
673	0.1173744332
674	0.1173360763
675	0.1173214545
676	0.1173116063
677	0.1172754568
678	0.1172496431
679	0.1172382912
680	0.1172153348
681	0.1172022155
682	0.117186625
683	0.1171815659
684	0.1171642697
685	0.1171534999
686	0.1171290671
687	0.1171102447
688	0.11710075
689	0.1170806443
690	0.1170573022
691	0.116985214
692	0.1169694768
693	0.1169513642
694	0.11691653
695	0.1169165301
696	0.1169023183
697	0.1168838154
698	0.1168651191
699	0.1168547922
700	0.1168414538
701	0.1168194763
702	0.116805769
703	0.1167891954
704	0.1167793663
705	0.1167399714
706	0.1167035994
707	0.1166929974
708	0.1166718047
709	0.1166546043
710	0.1166354927
711	0.1166280037
712	0.1166173969
713	0.1165895337
714	0.1165680758
715	0.1165304988
716	0.1165031212
717	0.1164928034
718	0.1164681817
719	0.1164450283
720	0.1164381278
721	0.1164261796
722	0.1164132653
723	0.1163941632
724	0.1163742819
725	0.1163685319
726	0.1163538792
727	0.116343087
728	0.1163231236
729	0.1163103376
730	0.1162851926
731	0.1162670084
732	0.1162508742
733	0.116218191
734	0.1162033235
735	0.116184748
736	0.1161670093
737	0.1161563489
738	0.1161396101
739	0.1161150132
740	0.1160940666
741	0.1160736357
742	0.1160610871
743	0.1160452514
744	0.1160434407
745	0.1160286329
746	0.1160183283
747	0.1160058256
748	0.1159903672
749	0.1159769538
750	0.1159607686
751	0.1159511692
752	0.1159261698
753	0.1159088314
754	0.1158927025
755	0.115891187
756	0.1158726644
757	0.1158668723
758	0.1158558218
759	0.1158414519
760	0.1158185427
761	0.115805402
762	0.1157821227
763	0.1157707762
764	0.1157488042
765	0.1157265264
766	0.1157103172
767	0.1156988376
768	0.1156810843
769	0.1156458212
770	0.1156336557
771	0.1156167131
772	0.1155956621
773	0.115576665
774	0.1155577947
775	0.1155336294
776	0.1155163979
777	0.11549258
778	0.1154756301
779	0.1154653092
780	0.1154476127
781	0.1154342326
782	0.1154104112
783	0.1153842818
784	0.1153574227
785	0.1153377831
786	0.115290195
787	0.115264999
788	0.115250976
789	0.1152345948
790	0.1152213843
791	0.1151974986
792	0.1151787047
793	0.1151582386
794	0.1151342544
795	0.1151246931
796	0.1151171071
797	0.1150946532
798	0.1150851438
799	0.1150630028
800	0.1150549456
801	0.1150362202
802	0.1150158415
803	0.1150061894
804	0.1149955193
805	0.114987405
806	0.1149797234
807	0.1149645576
808	0.1149482733
809	0.1149283523
810	0.1149124985
811	0.114898237
812	0.1148787318
813	0.1148560373
814	0.1148459517
815	0.1148056459
816	0.1147876986
817	0.1147799727
818	0.1147602451
819	0.1147450042
820	0.1147361333
821	0.114732136
822	0.1147160646
823	0.1146997895
824	0.1146810613
825	0.1146554864
826	0.1146376741
827	0.1146210279
828	0.1146085667
829	0.1145915264
830	0.1145743803
831	0.1145635404
832	0.1145455417
833	0.1145320996
834	0.1145175637
835	0.1144994057
836	0.1144828351
837	0.1144632027
838	0.1144477696
839	0.1144212678
840	0.1143913911
841	0.1143763735
842	0.1143641045
843	0.1143351384
844	0.1143217236
845	0.1142978758
846	0.1142823624
847	0.1142709339
848	0.11426359
849	0.114245013
850	0.1142315719
851	0.1142201898
852	0.1141998061
853	0.1141872142
854	0.1141733543
855	0.1141576962
856	0.1141573208
857	0.1141243553
858	0.1141080969
859	0.1140930509
860	0.1140819847
861	0.1140747646
862	0.1140555628
863	0.1140411143
864	0.1140283386
865	0.1140099876
866	0.1139960488
867	0.1139856572
868	0.1139729629
869	0.1139597113
870	0.1139403158
871	0.1139239102
872	0.1139217174
873	0.1139089543
874	0.1138915165
875	0.1138804995
876	0.1138695999
877	0.113852675
878	0.1138426318
879	0.1138263076
880	0.1138138033
881	0.1138019499
882	0.1137890304
883	0.1137707165
884	0.1137584468
885	0.1137424093
886	0.1137281356
887	0.1137014273
888	0.1136932369
889	0.1136833819
890	0.1136657663
891	0.113646557
892	0.1136233266
893	0.1136075021
894	0.1135937257
895	0.1135777118
896	0.1135655083
897	0.1135654795
898	0.1135645008
899	0.113552131
900	0.1135374988
901	0.1135220667
902	0.1135162276
903	0.113496645
904	0.1134885502
905	0.113475322
906	0.1134691147
907	0.1134473949
908	0.1134359015
909	0.1134203517
910	0.1134096719
911	0.1133931353
912	0.113381683
913	0.1133772664
914	0.1133588081
915	0.1133318707
916	0.1133056661
917	0.1132938848
918	0.1132760379
919	0.1132717888
920	0.1132529119
921	0.1132374507
922	0.1132374392
923	0.1132336565
924	0.1132187393
925	0.1132107303
926	0.113202518
927	0.1131833204
928	0.1131747191
929	0.1131571157
930	0.1131402319
931	0.1131276198
932	0.113098197
933	0.1130824411
934	0.1130681877
935	0.1130515486
936	0.113036657
937	0.1130259353
938	0.1130150737
939	0.1130120884
940	0.1130025208
941	0.1129918675
942	0.1129813312
943	0.112970898
944	0.1129562541
945	0.1129408064
946	0.1129283859
947	0.1129015653
948	0.1128673552
949	0.1128579385
950	0.1128526995
951	0.1128333191
952	0.112820101
953	0.1128082499
954	0.1127994847
955	0.1127873105
956	0.1127728443
957	0.1127629554
958	0.1127514319
959	0.1127395796
960	0.1127280412
961	0.1127173173
962	0.1127171073
963	0.1127048914
964	0.1126949476
965	0.1126857157
966	0.1126856984
967	0.1126771739
968	0.1126713512
969	0.1126623495
970	0.1126567712
971	0.1126312198
972	0.1126164151
973	0.1126034162
974	0.1125919791
975	0.1125824003
976	0.1125596042
977	0.1125505047
978	0.112536755
979	0.1125305877
980	0.1125202293
981	0.1125049044
982	0.1124885566
983	0.1124579494
984	0.1124412026
985	0.1124247475
986	0.1124144325
987	0.1123837458
988	0.1123698035
989	0.1123587936
990	0.1123460008
991	0.1123324453
992	0.1123112388
993	0.1122934902
994	0.1122706472
995	0.1122549744
996	0.1122308452
997	0.1121950371
998	0.1121830533
999	0.1121727594
